club_a_slug,club_a,club_b_slug,club_b,player,normalized_player,player_qid,player_api_football_id,accepted_answers
benfica,Benfica,olympiacos,Olympiacos,Javier Saviola,javier saviola,Q186071,,javier pedro saviola fernandez;javier saviola
benfica,Benfica,olympiacos,Olympiacos,Jorge Bermúdez,jorge bermudez,Q2583266,,jorge bermudez;jorge hernan bermudez morales
benfica,Benfica,olympiacos,Olympiacos,João Carvalho,joao carvalho,Q18763924,,joao antonio antunes carvalho;joao carvalho
benfica,Benfica,olympiacos,Olympiacos,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
benfica,Benfica,olympiacos,Olympiacos,Júlio César Santos Correa,julio cesar santos correa,Q2455284,,julio cesar santos correa
benfica,Benfica,olympiacos,Olympiacos,Kostas Mitroglou,kostas mitroglou,Q312534,,konstantinos mitroglou;kostas mitroglou
benfica,Benfica,olympiacos,Olympiacos,Ljubomir Fejsa,ljubomir fejsa,Q717999,,ljubomir fejsa
benfica,Benfica,olympiacos,Olympiacos,Manuel da Costa,manuel da costa,Q540961,,manuel da costa;manuel marouane da costa trindade senoussi
benfica,Benfica,olympiacos,Olympiacos,Marcelo,marcelo,Q721804,,marcelo;marcelo antonio guedes filho;marcelo dos santos cipriano;marcelo veridiano;marcelo vieira da silva junior
benfica,Benfica,olympiacos,Olympiacos,Mehdi Carcela,mehdi carcela,Q552347,,mehdi carcela;mehdi francois carcela gonzalez
benfica,Benfica,olympiacos,Olympiacos,Pelé,pele,Q1991022,,judilson mamadu tuncara gomes;pedro miguel cardoso monteiro;pele;vitor hugo gomes passos
benfica,Benfica,olympiacos,Olympiacos,Roberto,roberto,Q457527,,roberto;roberto jimenez;roberto jimenez gago;roberto santamaria;roberto santamaria calavia
benfica,Benfica,olympiacos,Olympiacos,Roderick,roderick,Q2631531,,roderick;roderick jefferson goncalves miranda;roderick miranda
benfica,Benfica,olympiacos,Olympiacos,Roman Yaremchuk,roman yaremchuk,Q16724213,,roman olehovych yaremchuk;roman yaremchuk
benfica,Benfica,olympiacos,Olympiacos,Rony Lopes,rony lopes,Q2811689,,marcos paulo mesquita lopes;rony lopes
benfica,Benfica,olympiacos,Olympiacos,Tiago Silva,tiago silva,Q65694446,,tiago fernando penela silva;tiago goncalves da silva;tiago rafael maia da silva;tiago silva;tiago silva dos santos
benfica,Benfica,olympiacos,Olympiacos,Zlatko Zahovič,zlatko zahovic,Q207186,,zlatko zahovic
benfica,Benfica,olympiacos,Olympiacos,Óscar Cardozo,oscar cardozo,Q213437,,oscar cardozo;oscar rene cardozo marin
benfica,Benfica,paok,PAOK,Abdel Sattar Sabry,abdel sattar sabry,Q2062666,,abdel sattar sabry;abdel sattar sabry abdel majid mahmoud
benfica,Benfica,paok,PAOK,Andrija Živković,andrija zivkovic,Q12808967,,andrija zivkovic
benfica,Benfica,paok,PAOK,Kostas Katsouranis,kostas katsouranis,Q211124,,konstantinos katsouranis;kostas katsouranis
benfica,Benfica,paok,PAOK,Miguel Vítor,miguel vitor,Q927027,,miguel angelo leonardo vitor;miguel vitor
benfica,Benfica,paok,PAOK,Nélson Oliveira,nelson oliveira,Q312507,,nelson miguel castro oliveira;nelson oliveira
benfica,Benfica,paok,PAOK,Soualiho Meïté,soualiho meite,Q7564054,,soualiho meite
benfica,Benfica,paok,PAOK,Tiago Dantas,tiago dantas,Q56289644,,tiago dantas;tiago filipe oliveira dantas
benfica,Benfica,paok,PAOK,Triantafyllos Macheridis,triantafyllos macheridis,Q16214498,,triantafyllos macheridis
benfica,Benfica,paok,PAOK,Vieirinha,vieirinha,Q24578740,,adelino andre vieira de freitas;manuel alberto vieira;vieirinha
benfica,Benfica,psv,PSV,Abel Xavier,abel xavier,Q5024,,abel luis da silva costa xavier;abel xavier
benfica,Benfica,psv,PSV,Alcides,alcides,Q460029,,alcides;alcides eduardo mendes de nbsp araujo alves
benfica,Benfica,psv,PSV,Alex,alex,Q216142,,alex;alex costa dos santos marie havior conetic;alex de oliveira nascimento;alex freitas;alex rodrigo dias da costa;alexandre henrique goncalves de freitas;alexsandro de souza;domingos alexandre martins da costa
benfica,Benfica,psv,PSV,Bruma,bruma,Q1185419,,armindo tue na bangna;bruma
benfica,Benfica,psv,PSV,Carlos Vinícius,carlos vinicius,Q35694605,,carlos vinicius;carlos vinicius alves morais
benfica,Benfica,psv,PSV,Fellipe Bastos,fellipe bastos,Q1404095,,fellipe bastos;fellipe ramos ignez bastos
benfica,Benfica,psv,PSV,Kostas Mitroglou,kostas mitroglou,Q312534,,konstantinos mitroglou;kostas mitroglou
benfica,Benfica,psv,PSV,Luis Felipe,luis felipe,Q98815282,,luis felipe;luis felipe dias do nascimento;luis felipe hungria martins
benfica,Benfica,psv,PSV,Manuel da Costa,manuel da costa,Q540961,,manuel da costa;manuel marouane da costa trindade senoussi
benfica,Benfica,psv,PSV,Marcelo,marcelo,Q721804,,marcelo;marcelo antonio guedes filho;marcelo dos santos cipriano;marcelo veridiano;marcelo vieira da silva junior
benfica,Benfica,palmeiras,Palmeiras,Airton,airton,Q409256,,airton;airton moises santos sousa;airton moraes michellon;airton ribeiro santos
benfica,Benfica,palmeiras,Palmeiras,Alan Kardec Kevin Le,alan kardec kevin le,Q736325,,alan kardec;alan kardec de souza pereira junior;alan kardec kevin le
benfica,Benfica,palmeiras,Palmeiras,Alex,alex,Q216142,,alex;alex costa dos santos marie havior conetic;alex de oliveira nascimento;alex freitas;alex rodrigo dias da costa;alexandre henrique goncalves de freitas;alexsandro de souza;domingos alexandre martins da costa
benfica,Benfica,palmeiras,Palmeiras,Amaral,amaral,Q1342612,,alexandre da silva mariano;amaral;antonio cleilson da silva feitosa;joao justino amaral dos santos;wagner pereira cardozo;william jose de souza
benfica,Benfica,palmeiras,Palmeiras,Anderson,anderson,Q484772,,anderson;anderson cleber beraldo;anderson luis de abreu oliveira;anderson silva da paixao
benfica,Benfica,palmeiras,Palmeiras,André Neles,andre neles,Q4760020,,andre moreira neles;andre neles
benfica,Benfica,palmeiras,Palmeiras,Argel Fuchs,argel fuchs,Q2277552,,argel fuchs;argelico fuchs
benfica,Benfica,palmeiras,Palmeiras,Arthur Cabral,arthur cabral,Q50622134,,arthur cabral;arthur mendonca cabral
benfica,Benfica,palmeiras,Palmeiras,Beto,beto,Q255024,,alberto antonio de paula;antonio alberto bastos pimparel;beto;gilberto galdino dos santos;joubert araujo martins;norberto bercique gomes betuncal;roberto luis gaspar de deus severo
benfica,Benfica,palmeiras,Palmeiras,Bruno César,bruno cesar,Q713719,,bruno cesar;bruno cesar zanaki
benfica,Benfica,palmeiras,Palmeiras,Carlos Gamarra,carlos gamarra,Q295512,,carlos alberto gamarra pavon;carlos gamarra
benfica,Benfica,palmeiras,Palmeiras,Carlos Vinícius,carlos vinicius,Q35694605,,carlos vinicius;carlos vinicius alves morais
benfica,Benfica,palmeiras,Palmeiras,Chiquinho,chiquinho,Q17486571,,alexandre da silva;chiquinho;francisco leonel lima silva machado;francisco sousa dos santos;paulo francisco da silva paz
benfica,Benfica,palmeiras,Palmeiras,César,cesar,Q2448606,,cesar;cesar aparecido rodrigues;cesar bernardo dutra;cesar martins de oliveira;clederson cesar de souza
benfica,Benfica,palmeiras,Palmeiras,Danilo Barbosa,danilo barbosa,Q18124343,,danilo barbosa;danilo barbosa da silva
benfica,Benfica,palmeiras,Palmeiras,Diego Souza,diego souza,Q2449294,,diego de souza andrade;diego de souza gama silva;diego de souza xavier;diego souza
benfica,Benfica,palmeiras,Palmeiras,Donizete Pantera,donizete pantera,Q745422,,donizete pantera;osmar donizete candido
benfica,Benfica,palmeiras,Palmeiras,Edmundo,edmundo,Q20630995,,edmundo;edmundo alves de souza neto;edmundo joaquim pascoal da silva;edmundo silva
benfica,Benfica,palmeiras,Palmeiras,Eduardo,eduardo,Q180444,,eduardo;eduardo adelino da silva;eduardo alves da silva;eduardo carvalho;eduardo dos reis carvalho;eduardo ferreira abdo pacheco;eduardo jesus;eduardo pacheco;eduardo pinto de jesus
benfica,Benfica,palmeiras,Palmeiras,Edílson,edilson,Q535429,,edilson;edilson da silva ferreira
benfica,Benfica,palmeiras,Palmeiras,Elzo,elzo,Q533007,,elzo;elzo aloisio coelho
benfica,Benfica,palmeiras,Palmeiras,Eurico,eurico,Q1374415,,eurico;eurico caires;eurico gomes;eurico mendonca de caires;eurico monteiro gomes;eurico pedro de faria
benfica,Benfica,palmeiras,Palmeiras,Felipe Menezes,felipe menezes,Q1392545,,felipe menezes;felipe menezes jacomo
benfica,Benfica,palmeiras,Palmeiras,Fernandes,fernandes,Q16262948,,fernandes;joaquim fernandes da silva;rodrigo fernandes valete
benfica,Benfica,palmeiras,Palmeiras,Fernandinho,fernandinho,Q459356,,fernandinho;fernando alves santa clara;fernando camoes de araujo;fernando galhardo borges;fernando luiz roza;fernando paiva correa
benfica,Benfica,palmeiras,Palmeiras,Fernando Aguiar,fernando aguiar,Q3069432,,fernando aguiar;fernando joao lobo aguiar;jose fernando oliveira de aguiar junior
benfica,Benfica,palmeiras,Palmeiras,Francisco Rodrigues,francisco rodrigues,Q3081930,,francisco palmeiro rodrigues;francisco rodrigues
benfica,Benfica,palmeiras,Palmeiras,Gabriel Barbosa,gabriel barbosa,Q13646572,,gabriel barbosa;gabriel barbosa almeida;gabriel barbosa avelino
benfica,Benfica,palmeiras,Palmeiras,Germano,germano,Q2450616,,germano;germano borovicz cardozo schweger;germano de figueiredo;germano luis de figueiredo;jose germano de sales
benfica,Benfica,palmeiras,Palmeiras,Gilberto,gilberto,Q311335,,gilberto;gilberto da silva melo;gilberto felix de melo;gilberto junior leite dos santos;gilberto moraes junior
benfica,Benfica,palmeiras,Palmeiras,Hélder,helder,Q667306,,helder;helder de paula santos;helder marino rodrigues cristovao
benfica,Benfica,palmeiras,Palmeiras,Jaílson,jailson,Q6168520,,jailson;jailson alexandre alves dos santos;jailson cardoso de araujo;jailson marcelino dos santos;jailson marques siqueira
benfica,Benfica,palmeiras,Palmeiras,Julinho,julinho,Q3191195,,julinho;julio botelho;julio correia da silva
benfica,Benfica,palmeiras,Palmeiras,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
benfica,Benfica,palmeiras,Palmeiras,Keirrison,keirrison,Q314225,,keirrison;keirrison de souza carneiro
benfica,Benfica,palmeiras,Palmeiras,Luciano,luciano,Q16930222,,luciano;luciano fernandes;luciano jorge fernandes;luciano siqueira de oliveira;sebastiao carlos luciano
benfica,Benfica,palmeiras,Palmeiras,Luis Felipe,luis felipe,Q98815282,,luis felipe;luis felipe dias do nascimento;luis felipe hungria martins
benfica,Benfica,palmeiras,Palmeiras,Luisinho,luisinho,Q723596,,luis carlos correia pinto;luis mesquita de oliveira;luis miguel pinheiro andrade;luisinho
benfica,Benfica,palmeiras,Palmeiras,Luiz Gustavo,luiz gustavo,Q329451,,luiz gustavo;luiz gustavo dias;luiz gustavo silva de aviz;luiz gustavo tavares conde
benfica,Benfica,palmeiras,Palmeiras,Léo,leo,Q2452835,,leo;leonardo lourenco bastos;leonardo renan simoes de lacerda
benfica,Benfica,palmeiras,Palmeiras,Marcel,marcel,Q197591,,marcel;marcel augusto ortolan;marcel silva andrade
benfica,Benfica,palmeiras,Palmeiras,Míchel,michel,Q558689,,jose miguel gonzalez martin del campo;michel;michel augusto modesto rafael dos santos;michel dos reis santana;michel fernando costa;michel garbini pereira;michel souza da silva;miguel alfonso herrero javaloyas;miguel angel carrilero gonzalez;miguel angel sanchez munoz;miguel marcos madera
benfica,Benfica,palmeiras,Palmeiras,Nenê,nene,Q316836,,adriano barbosa miranda da luz;anderson luiz de carvalho;claudio olinto de carvalho;nene;tamagnini manuel gomes batista
benfica,Benfica,palmeiras,Palmeiras,Patrick Vieira,patrick vieira,Q46347,,patrick de oliveira vieira;patrick martins vieira;patrick paul vieira;patrick vieira
benfica,Benfica,palmeiras,Palmeiras,Paulinho,paulinho,Q73082,,joao paulo dias fernandes;jose paulo bezerra maciel junior;paulinho;paulo de almeida;paulo henrique sampaio filho;paulo henrique soares dos santos;paulo jose ramos mendes;paulo lucas santos paula;paulo luiz beraldo santos;paulo luiz massariol;paulo manuel neves alves;paulo sergio mota;paulo victor da silva
benfica,Benfica,palmeiras,Palmeiras,Paulo Nunes,paulo nunes,Q2734022,,arilson de paula nunes;paulo nunes
benfica,Benfica,palmeiras,Palmeiras,Pedrinho,pedrinho,Q28971555,,pedrinho;pedro gabriel pereira lopes;pedro henrique azevedo pereira;pedro henrique oliveira dos santos;pedro luis vicencote;pedro victor delmino da silva
benfica,Benfica,palmeiras,Palmeiras,Pedro Silva,pedro silva,Q25936174,,pedro alves da silva;pedro silva
benfica,Benfica,palmeiras,Palmeiras,Ramires,ramires,Q204407,,ramires;ramires santos do nascimento
benfica,Benfica,palmeiras,Palmeiras,Reinaldo,reinaldo,Q180968,,jose reinaldo de lima;mauricio zacarias reinaldo rodrigues gomes;reinaldo;reinaldo da cruz oliveira;reinaldo da silva;reinaldo de souza;reinaldo francisco de oliveira;reinaldo gomes;reinaldo jose zacarias da silva;reinaldo rosa dos santos
benfica,Benfica,palmeiras,Palmeiras,Richard Ríos,richard rios,Q117322318,,richard rios;richard rios montoya
benfica,Benfica,palmeiras,Palmeiras,Rodrigo,rodrigo,Q376394,,rodrigo;rodrigo baldasso da costa;rodrigo beckham;rodrigo juliano lopes de almeida;rodrigo moreno machado;rodrigo vasconcelos oliveira
benfica,Benfica,palmeiras,Palmeiras,Samuel,samuel,Q3471035,,samuel;samuel antonio da silva tavares quina;samuel arruda;samuel firmino de jesus;samuel quina
benfica,Benfica,palmeiras,Palmeiras,Tiago Silva,tiago silva,Q65694446,,tiago fernando penela silva;tiago goncalves da silva;tiago rafael maia da silva;tiago silva;tiago silva dos santos
benfica,Benfica,palmeiras,Palmeiras,Zeca,zeca,Q16266811,,jose carlos cracco neto;jose carlos goncalves rodrigues;jose fernandes andre cavaco miglietti;jose luiz ferreira rodrigues;zeca;zeca miglietti
benfica,Benfica,panathinaikos,Panathinaikos,Carlitos,carlitos,Q5042331,,carlitos;carlos alberto alves garcia;carlos daniel lopez huesca;carlos dominguez dominguez;carlos manuel da silva cunha
benfica,Benfica,panathinaikos,Panathinaikos,Filip Đuričić,filip duricic,Q285518,,filip duricic
benfica,Benfica,panathinaikos,Panathinaikos,Giorgos Karagounis,giorgos karagounis,Q188983,,georgios karagkounis;giorgos karagounis
benfica,Benfica,panathinaikos,Panathinaikos,Jakub Wawrzyniak,jakub wawrzyniak,Q263738,,jakub wawrzyniak
benfica,Benfica,panathinaikos,Panathinaikos,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
benfica,Benfica,panathinaikos,Panathinaikos,Kostas Katsouranis,kostas katsouranis,Q211124,,konstantinos katsouranis;kostas katsouranis
benfica,Benfica,panathinaikos,Panathinaikos,Odysseas Vlachodimos,odysseas vlachodimos,Q91531,,odysseas vlachodimos
benfica,Benfica,panathinaikos,Panathinaikos,Paulo Sousa,paulo sousa,Q314440,,paulo jorge ferreira de sousa;paulo manuel carvalho de sousa;paulo miguel campos de sousa;paulo sousa
benfica,Benfica,panathinaikos,Panathinaikos,Renato Sanches,renato sanches,DEMO-156-renato-sanches,,renato junior luz sanches;renato sanches
benfica,Benfica,panathinaikos,Panathinaikos,Renato Sanches,renato sanches,Q18394009,,renato sanches
benfica,Benfica,panathinaikos,Panathinaikos,Takis Fyssas,takis fyssas,Q536160,,panagiotis fyssas;takis fyssas
benfica,Benfica,panathinaikos,Panathinaikos,Zeca,zeca,Q16266811,,jose carlos cracco neto;jose carlos goncalves rodrigues;jose fernandes andre cavaco miglietti;jose luiz ferreira rodrigues;zeca;zeca miglietti
benfica,Benfica,partizan,Partizan,Andrija Delibašić,andrija delibasic,Q442347,,andrija delibasic
benfica,Benfica,partizan,Partizan,Andrija Živković,andrija zivkovic,Q12808967,,andrija zivkovic
benfica,Benfica,partizan,Partizan,Ednilson,ednilson,Q3650898,,ednilson;ednilson pedro rocha andrade mendes
benfica,Benfica,partizan,Partizan,Eduardo,eduardo,Q180444,,eduardo;eduardo adelino da silva;eduardo alves da silva;eduardo carvalho;eduardo dos reis carvalho;eduardo ferreira abdo pacheco;eduardo jesus;eduardo pacheco;eduardo pinto de jesus
benfica,Benfica,partizan,Partizan,Gregor Balažic,gregor balazic,Q2579549,,gregor balazic
benfica,Benfica,partizan,Partizan,Lazar Marković,lazar markovic,Q965705,,lazar markovic
benfica,Benfica,partizan,Partizan,Ljubinko Drulović,ljubinko drulovic,Q932932,,ljubinko drulovic
benfica,Benfica,partizan,Partizan,Ljubomir Fejsa,ljubomir fejsa,Q717999,,ljubomir fejsa
benfica,Benfica,partizan,Partizan,Miralem Sulejmani,miralem sulejmani,Q128992,,miralem sulejmani
benfica,Benfica,partizan,Partizan,Ricardo Gomes,ricardo gomes,Q440999,,ricardo gomes;ricardo gomes raymundo;ricardo jorge pires gomes
benfica,Benfica,partizan,Partizan,Sreten Sretenović,sreten sretenovic,Q2034557,,sreten sretenovic
benfica,Benfica,partizan,Partizan,Stefan Mitrović,stefan mitrovic,Q2185245,,stefan mitrovic
benfica,Benfica,partizan,Partizan,Zlatko Zahovič,zlatko zahovic,Q207186,,zlatko zahovic
benfica,Benfica,partizan,Partizan,Zvonko Živković,zvonko zivkovic,Q2461168,,zvonko zivkovic
benfica,Benfica,porto,Porto,Abel,abel,Q4666598,,abel;abel fernando miglietti;abel miglietti
benfica,Benfica,porto,Porto,Alex,alex,Q216142,,alex;alex costa dos santos marie havior conetic;alex de oliveira nascimento;alex freitas;alex rodrigo dias da costa;alexandre henrique goncalves de freitas;alexsandro de souza;domingos alexandre martins da costa
benfica,Benfica,porto,Porto,Anderson,anderson,Q484772,,anderson;anderson cleber beraldo;anderson luis de abreu oliveira;anderson silva da paixao
benfica,Benfica,porto,Porto,António Oliveira,antonio oliveira,Q1985241,,antonio henriques fonseca de jesus oliveira;antonio luis alves ribeiro de oliveira;antonio oliveira
benfica,Benfica,porto,Porto,António Paula,antonio paula,Q4777594,,antonio manuel louro paula;antonio paula
benfica,Benfica,porto,Porto,António Teixeira,antonio teixeira,Q4777550,,antonio dias teixeira;antonio teixeira
benfica,Benfica,porto,Porto,Argel Fuchs,argel fuchs,Q2277552,,argel fuchs;argelico fuchs
benfica,Benfica,porto,Porto,Artur Augusto,artur augusto,Q4801587,,artur augusto
benfica,Benfica,porto,Porto,Artur Jorge,artur jorge,Q502977,,artur jorge;artur jorge braga de melo teixeira;artur jorge marques amorim;artur jorge torres gomes araujo amorim
benfica,Benfica,porto,Porto,Basarab Panduru,basarab panduru,Q386973,,basarab nica panduru;basarab panduru
benfica,Benfica,porto,Porto,Beto,beto,Q255024,,alberto antonio de paula;antonio alberto bastos pimparel;beto;gilberto galdino dos santos;joubert araujo martins;norberto bercique gomes betuncal;roberto luis gaspar de deus severo
benfica,Benfica,porto,Porto,Carlos Alhinho,carlos alhinho,Q1042676,,carlos alexandre fortes alhinho;carlos alhinho
benfica,Benfica,porto,Porto,Carlos Manuel,carlos manuel,Q1335293,,carlos manuel;carlos manuel borges sebastiao;carlos manuel correia dos santos
benfica,Benfica,porto,Porto,Carlos Pereira,carlos pereira,Q19903944,,carlos eduardo deus pereira;carlos jesus pereira;carlos pereira;carlos santiago pereira
benfica,Benfica,porto,Porto,Cristian Rodríguez,cristian rodriguez,Q314376,,cristian gabriel rodriguez barrotti;cristian rodriguez;cristian rodriguez perez
benfica,Benfica,porto,Porto,César Peixoto,cesar peixoto,Q981657,,cesar peixoto;paulo cesar silva peixoto
benfica,Benfica,porto,Porto,Daniel Candeias,daniel candeias,Q1161275,,daniel candeias;daniel joao santos candeias
benfica,Benfica,porto,Porto,Daniel Kenedy,daniel kenedy,Q1801340,,daniel kenedy;daniel kenedy pimentel mateus dos santos
benfica,Benfica,porto,Porto,Danilo Pereira,danilo pereira,Q766289,,danilo luis helio pereira;danilo pereira
benfica,Benfica,porto,Porto,Deco,deco,Q659634,,anderson luis de souza;deco
benfica,Benfica,porto,Porto,Derlei,derlei,Q703983,,derlei;vanderlei fernandes silva
benfica,Benfica,porto,Porto,Dito,dito,Q3719813,,dito;eduardo jose gomes cameselle mendez
benfica,Benfica,porto,Porto,Duda,duda,Q2939338,,carlos eduardo ventura;duda;jose francisco leandro filho;sergio paulo barbosa valente
benfica,Benfica,porto,Porto,Edgar,edgar,Q2522220,,edgar;edgar bruno da silva;edgar pacheco;edgar patricio de carvalho pacheco
benfica,Benfica,porto,Porto,Edgaras Jankauskas,edgaras jankauskas,Q380024,,edgaras jankauskas
benfica,Benfica,porto,Porto,Eduardo Luís,eduardo luis,Q921674,,eduardo luis;eduardo luis marques kruss gomes
benfica,Benfica,porto,Porto,Elói,eloi,Q27909822,,eloi;eloi amagat;eloi amagat arimany;francisco chagas eloia;francisco eloi dos santos
benfica,Benfica,porto,Porto,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa
benfica,Benfica,porto,Porto,Emílio Peixe,emilio peixe,Q2307574,,emilio manuel delgado peixe;emilio peixe
benfica,Benfica,porto,Porto,Eurico,eurico,Q1374415,,eurico;eurico caires;eurico gomes;eurico mendonca de caires;eurico monteiro gomes;eurico pedro de faria
benfica,Benfica,porto,Porto,Fernandinho,fernandinho,Q459356,,fernandinho;fernando alves santa clara;fernando camoes de araujo;fernando galhardo borges;fernando luiz roza;fernando paiva correa
benfica,Benfica,porto,Porto,Fernando Mendes,fernando mendes,Q5444829,,fernando manuel antunes mendes;fernando mendes
benfica,Benfica,porto,Porto,Francisco Ferreira,francisco ferreira,Q5483370,,francisco ferreira
benfica,Benfica,porto,Porto,Francisco Vital,francisco vital,Q5484048,,francisco antonio lucas vital;francisco vital
benfica,Benfica,porto,Porto,Hernâni,hernani,Q2063449,,hernani;hernani azevedo junior;hernani ferreira da silva;hernani fortes;hernani jorge santos fortes;hernani madruga neves;hernani neves;hernani silva
benfica,Benfica,porto,Porto,Hugo Leal,hugo leal,Q172149,,hugo leal;hugo miguel ribeiro leal
benfica,Benfica,porto,Porto,Hélder,helder,Q667306,,helder;helder de paula santos;helder marino rodrigues cristovao
benfica,Benfica,porto,Porto,Jacinto Santos,jacinto santos,Q3805528,,jacinto jose martins godinho santos;jacinto santos
benfica,Benfica,porto,Porto,Jorge Silva,jorge silva,Q6278301,,jorge manuel lopes da silva;jorge silva;jorge soares da silva;luis jorge pinto da silva
benfica,Benfica,porto,Porto,José Coelho,jose coelho,Q10497136,,jose coelho;jose da silva coelho;jose manuel barbosa alves
benfica,Benfica,porto,Porto,José Sousa,jose sousa,Q3186227,,jose carlos leite de sousa;jose sousa
benfica,Benfica,porto,Porto,José Tavares,jose tavares,Q592058,,jose fernando campos tavares;jose tavares
benfica,Benfica,porto,Porto,João Fonseca,joao fonseca,Q6298145,,joao fonseca;joao francisco fonseca dos nbsp santos
benfica,Benfica,porto,Porto,João Félix,joao felix,Q27049064,,joao felix;joao felix sequeira
benfica,Benfica,porto,Porto,João Manuel Pinto,joao manuel pinto,Q3187314,,joao manuel pinto
benfica,Benfica,porto,Porto,João Mário,joao mario,Q6298271,,joao mario;joao mario ferreira oliveira;joao mario naval da costa eduardo;joao mario neto lopes
benfica,Benfica,porto,Porto,João Pinto,joao pinto,Q351972,,joao domingos da silva pinto;joao manuel pinto;joao manuel pinto tome santos;joao manuel vieira pinto;joao pinto
benfica,Benfica,porto,Porto,János Biri,janos biri,Q803941,,janos biri
benfica,Benfica,porto,Porto,Lisandro López,lisandro lopez,Q719334,,lisandro ezequiel lopez;lisandro lopez
benfica,Benfica,porto,Porto,Ljubinko Drulović,ljubinko drulovic,Q932932,,ljubinko drulovic
benfica,Benfica,porto,Porto,Luan Andrade,luan andrade,Q122971835,,luan andrade;luan andrade santana
benfica,Benfica,porto,Porto,Maniche,maniche,Q29339,,maniche;nuno ricardo de oliveira ribeiro
benfica,Benfica,porto,Porto,Manuel José,manuel jose,Q2594595,,manuel jose;manuel jose azevedo vieira;manuel jose de jesus silva;manuel jose vieira
benfica,Benfica,porto,Porto,Marco Ferreira,marco ferreira,Q3137992,,marco ferreira;marco julio castanheira afonso alves ferreira
benfica,Benfica,porto,Porto,Maxi Pereira,maxi pereira,Q214886,,maxi pereira;victorio maximiliano pereira paez
benfica,Benfica,porto,Porto,Miklós Fehér,miklos feher,Q185649,,miklos feher
benfica,Benfica,porto,Porto,Nascimento,nascimento,Q16266587,,alfredo jose henriques nascimento;nascimento;rui antonio da cruz ferreira
benfica,Benfica,porto,Porto,Nicolás Otamendi,nicolas otamendi,DEMO-065-nicolás-otamendi,,nicolas hernan gonzalo otamendi;nicolas otamendi
benfica,Benfica,porto,Porto,Nicolás Otamendi,nicolas otamendi,Q182063,,nicolas otamendi
benfica,Benfica,porto,Porto,Nuno Coelho,nuno coelho,Q3346424,,nuno coelho;nuno miguel prata coelho
benfica,Benfica,porto,Porto,Nuno Santos,nuno santos,Q7069891,,nuno luis da costa santos;nuno miguel gomes dos santos;nuno miguel valente santos;nuno santos
benfica,Benfica,porto,Porto,Paulinho,paulinho,Q73082,,joao paulo dias fernandes;jose paulo bezerra maciel junior;paulinho;paulo de almeida;paulo henrique sampaio filho;paulo henrique soares dos santos;paulo jose ramos mendes;paulo lucas santos paula;paulo luiz beraldo santos;paulo luiz massariol;paulo manuel neves alves;paulo sergio mota;paulo victor da silva
benfica,Benfica,porto,Porto,Paulo Futre,paulo futre,Q363829,,paulo futre;paulo jorge dos santos futre
benfica,Benfica,porto,Porto,Paulo Jorge,paulo jorge,Q346739,,paulo jorge;paulo jorge gomes pereira;paulo jorge soares gomes;paulo jorge vieira alves
benfica,Benfica,porto,Porto,Paulo Pereira,paulo pereira,Q3898236,,paulo antonio do prado pereira;paulo pereira
benfica,Benfica,porto,Porto,Paulo Santos,paulo santos,Q534687,,paulo jorge da silva dos santos;paulo santos
benfica,Benfica,porto,Porto,Pedro Henriques,pedro henriques,Q16214878,,pedro henriques;pedro ricardo quintela henriques
benfica,Benfica,porto,Porto,Pelé,pele,Q1991022,,judilson mamadu tuncara gomes;pedro miguel cardoso monteiro;pele;vitor hugo gomes passos
benfica,Benfica,porto,Porto,Quim,quim,Q206247,,joaquim carvalho de azevedo;joaquim manuel sampaio da silva;quim
benfica,Benfica,porto,Porto,Rodrigo Mora,rodrigo mora,Q965316,,rodrigo mora;rodrigo mora de carvalho;rodrigo nicanor mora nunez
benfica,Benfica,porto,Porto,Romeu,romeu,Q10504661,,romeu;romeu almeida;romeu antonio soares de almeida;romeu fernando fernandes da nbsp silva;romeu silva
benfica,Benfica,porto,Porto,Rui Águas,rui aguas,Q964562,,jose rui lopes aguas;rui aguas
benfica,Benfica,porto,Porto,Serafim Pereira,serafim pereira,Q7452617,,manuel serafim monteiro pereira;serafim pereira
benfica,Benfica,porto,Porto,Sergei Ovchinnikov,sergei ovchinnikov,Q718765,,sergei ivanovich ovchinnikov;sergei ovchinnikov
benfica,Benfica,porto,Porto,Sergei Yuran,sergei yuran,Q385742,,sergei nikolayevich yuran;sergei yuran
benfica,Benfica,porto,Porto,Silvino Louro,silvino louro,Q921947,,silvino de almeida louro;silvino louro
